id,contract,date,shift,area,block,equipo,bank,project,drill_type,drill_code,hour_from,hour_to,rop,hardness,high
98,Mina Bambas Rotativas - Ferrobamba,2026-01-06,B,FERROBAMBA,B206,TD072,BK-271,PRODUCCION,DTH,DTH-11,19.3,19.7,28.61,6.4,10.2
99,Mina Bambas Rotativas - Ferrobamba,2026-01-06,B,FERROBAMBA,B101,TD072,BK-649,PRODUCCION,DTH,DTH-44,19.88,21.08,28.13,6.4,34.5
100,Mina Bambas Rotativas - Chalcobamba,2026-01-06,B,FERROBAMBA,B101,TD072,BK-475,PRODUCCION,DTH,DTH-84,21.27,22.59,31.53,6.4,45.6
101,Mina Bambas Rotativas - Chalcobamba,2026-01-06,B,FERROBAMBA,B323,TD072,BK-931,PRODUCCION,DTH,DTH-81,23.06,23.6,27.01,6.4,15.1
121,Mina Bambas Rotativas - Ferrobamba,2026-01-06,B,CHALCOBAMBA,B215,TD073,BK-743,PRODUCCION,DTH,DTH-10,0.97,1.88,29.64,4.2,26.3
122,Mina Bambas Rotativas - Ferrobamba,2026-01-06,B,CHALCOBAMBA,B206,TD073,BK-261,PRODUCCION,DTH,DTH-96,2.06,2.49,31.26,4.2,12.3
123,Mina Bambas Rotativas - Ferrobamba,2026-01-06,B,CHALCOBAMBA,B215,TD073,BK-934,PRODUCCION,DTH,DTH-97,2.98,4.21,31.94,4.2,37.5
124,Mina Bambas Rotativas - Ferrobamba,2026-01-06,B,CHALCOBAMBA,B215,TD073,BK-150,PRODUCCION,DTH,DTH-17,4.32,5.2,30.32,4.2,25.0
125,Mina Bambas Rotativas - Ferrobamba,2026-01-06,B,CHALCOBAMBA,B323,TD073,BK-551,PRODUCCION,DTH,DTH-46,5.27,5.88,31.08,4.2,20.0
116,Mina Bambas Rotativas - Ferrobamba,2026-01-06,B,CHALCOBAMBA,B323,TD073,BK-260,PRODUCCION,DTH,DTH-58,19.87,20.48,30.22,4.2,16.4
117,Mina Bambas Rotativas - Ferrobamba,2026-01-06,B,CHALCOBAMBA,B215,TD073,BK-948,PRODUCCION,DTH,DTH-93,20.87,21.52,28.09,4.2,16.3
118,Mina Bambas Rotativas - Chalcobamba,2026-01-06,B,CHALCOBAMBA,B101,TD073,BK-426,PRODUCCION,DTH,DTH-10,21.76,22.69,31.9,4.2,29.4
119,Mina Bambas Rotativas - Chalcobamba,2026-01-06,B,CHALCOBAMBA,B323,TD073,BK-769,PRODUCCION,DTH,DTH-38,22.86,23.63,29.32,4.2,23.6
120,Mina Bambas Rotativas - Ferrobamba,2026-01-06,B,CHALCOBAMBA,B206,TD073,BK-470,PRODUCCION,DTH,DTH-56,23.95,0.69,31.76,4.2,23.6
131,Mina Bambas Rotativas - Chalcobamba,2026-01-06,B,CHALCOBAMBA,B206,TD074,BK-687,PRODUCCION,DTH,DTH-96,1.22,2.09,31.8,7.1,26.4
132,Mina Bambas Rotativas - Ferrobamba,2026-01-06,B,CHALCOBAMBA,B323,TD074,BK-709,PRODUCCION,DTH,DTH-21,2.16,2.66,33.17,7.1,15.1
133,Mina Bambas Rotativas - Ferrobamba,2026-01-06,B,CHALCOBAMBA,B323,TD074,BK-801,PRODUCCION,DTH,DTH-55,2.98,3.85,35.33,7.1,32.5
134,Mina Bambas Rotativas - Chalcobamba,2026-01-06,B,CHALCOBAMBA,B215,TD074,BK-893,PRODUCCION,DTH,DTH-38,3.9,4.42,36.48,7.1,16.7
135,Mina Bambas Rotativas - Ferrobamba,2026-01-06,B,CHALCOBAMBA,B323,TD074,BK-326,PRODUCCION,DTH,DTH-63,4.63,5.28,33.81,7.1,22.7
126,Mina Bambas Rotativas - Chalcobamba,2026-01-06,B,CHALCOBAMBA,B101,TD074,BK-904,PRODUCCION,DTH,DTH-47,19.0,20.22,33.87,7.1,35.4
127,Mina Bambas Rotativas - Chalcobamba,2026-01-06,B,CHALCOBAMBA,B206,TD074,BK-463,PRODUCCION,DTH,DTH-33,20.61,21.34,37.33,7.1,24.7
128,Mina Bambas Rotativas - Chalcobamba,2026-01-06,B,CHALCOBAMBA,B101,TD074,BK-981,PRODUCCION,DTH,DTH-90,21.42,22.36,38.2,7.1,34.9
129,Mina Bambas Rotativas - Chalcobamba,2026-01-06,B,CHALCOBAMBA,B206,TD074,BK-334,PRODUCCION,DTH,DTH-13,22.51,23.43,35.75,7.1,30.0
130,Mina Bambas Rotativas - Chalcobamba,2026-01-06,B,CHALCOBAMBA,B206,TD074,BK-227,PRODUCCION,DTH,DTH-94,23.51,0.81,36.15,7.1,47.8
151,Mina Bambas Rotativas - Chalcobamba,2026-01-06,B,FERROBAMBA,B215,TD076,BK-401,PRODUCCION,DTH,DTH-97,1.68,2.86,26.26,8.0,29.5
152,Mina Bambas Rotativas - Ferrobamba,2026-01-06,B,FERROBAMBA,B323,TD076,BK-759,PRODUCCION,DTH,DTH-72,3.1,4.1,26.7,8.0,29.1
153,Mina Bambas Rotativas - Ferrobamba,2026-01-06,B,FERROBAMBA,B206,TD076,BK-852,PRODUCCION,DTH,DTH-12,4.23,5.45,26.44,8.0,27.8
145,Mina Bambas Rotativas - Ferrobamba,2026-01-06,B,FERROBAMBA,B206,TD076,BK-207,PRODUCCION,DTH,DTH-75,19.31,20.35,29.97,8.0,30.7
146,Mina Bambas Rotativas - Ferrobamba,2026-01-06,B,FERROBAMBA,B206,TD076,BK-515,PRODUCCION,DTH,DTH-48,20.38,21.65,25.87,8.0,34.9
147,Mina Bambas Rotativas - Chalcobamba,2026-01-06,B,FERROBAMBA,B101,TD076,BK-371,PRODUCCION,DTH,DTH-65,21.67,22.08,26.25,8.0,9.1
148,Mina Bambas Rotativas - Chalcobamba,2026-01-06,B,FERROBAMBA,B101,TD076,BK-676,PRODUCCION,DTH,DTH-58,22.23,23.0,26.27,8.0,18.9
149,Mina Bambas Rotativas - Chalcobamba,2026-01-06,B,FERROBAMBA,B101,TD076,BK-764,PRODUCCION,DTH,DTH-57,23.07,23.79,27.39,8.0,18.3
150,Mina Bambas Rotativas - Chalcobamba,2026-01-06,B,FERROBAMBA,B323,TD076,BK-239,PRODUCCION,DTH,DTH-68,23.82,1.21,28.2,8.0,37.0
167,Mina Bambas Rotativas - Ferrobamba,2026-01-06,B,FERROBAMBA,B215,TD079,BK-669,PRODUCCION,DTH,DTH-96,0.7,1.07,33.82,8.2,12.3
168,Mina Bambas Rotativas - Ferrobamba,2026-01-06,B,FERROBAMBA,B101,TD079,BK-138,PRODUCCION,DTH,DTH-24,1.31,1.94,38.54,8.2,23.5
169,Mina Bambas Rotativas - Chalcobamba,2026-01-06,B,FERROBAMBA,B323,TD079,BK-121,PRODUCCION,DTH,DTH-84,2.35,3.42,33.09,8.2,31.1
170,Mina Bambas Rotativas - Ferrobamba,2026-01-06,B,FERROBAMBA,B215,TD079,BK-968,PRODUCCION,DTH,DTH-68,3.57,4.92,32.61,8.2,42.1
162,Mina Bambas Rotativas - Ferrobamba,2026-01-06,B,FERROBAMBA,B101,TD079,BK-116,PRODUCCION,DTH,DTH-69,19.26,19.62,33.56,8.2,12.0
163,Mina Bambas Rotativas - Ferrobamba,2026-01-06,B,FERROBAMBA,B206,TD079,BK-332,PRODUCCION,DTH,DTH-72,19.64,20.85,32.45,8.2,36.1
164,Mina Bambas Rotativas - Chalcobamba,2026-01-06,B,FERROBAMBA,B323,TD079,BK-583,PRODUCCION,DTH,DTH-77,21.06,21.6,36.83,8.2,20.8
165,Mina Bambas Rotativas - Ferrobamba,2026-01-06,B,FERROBAMBA,B206,TD079,BK-573,PRODUCCION,DTH,DTH-91,21.76,22.86,32.02,8.2,34.9
166,Mina Bambas Rotativas - Ferrobamba,2026-01-06,B,FERROBAMBA,B323,TD079,BK-480,PRODUCCION,DTH,DTH-85,23.29,0.67,38.34,8.2,54.6
187,Mina Bambas Rotativas - Chalcobamba,2026-01-06,B,CHALCOBAMBA,B101,TD091,BK-615,PRODUCCION,RTR,RTR-29,0.04,1.3,27.02,6.4,35.3
188,Mina Bambas Rotativas - Chalcobamba,2026-01-06,B,CHALCOBAMBA,B101,TD091,BK-965,PRODUCCION,RTR,RTR-75,1.56,2.48,25.91,6.4,23.8
189,Mina Bambas Rotativas - Chalcobamba,2026-01-06,B,CHALCOBAMBA,B206,TD091,BK-736,PRODUCCION,RTR,RTR-21,2.79,3.97,26.64,6.4,34.6
190,Mina Bambas Rotativas - Chalcobamba,2026-01-06,B,CHALCOBAMBA,B323,TD091,BK-199,PRODUCCION,RTR,RTR-96,4.17,5.01,27.58,6.4,21.0
191,Mina Bambas Rotativas - Chalcobamba,2026-01-06,B,CHALCOBAMBA,B101,TD091,BK-652,PRODUCCION,RTR,RTR-71,5.34,6.08,25.91,6.4,18.3
182,Mina Bambas Rotativas - Ferrobamba,2026-01-06,B,CHALCOBAMBA,B215,TD091,BK-226,PRODUCCION,RTR,RTR-50,19.49,20.42,26.35,6.4,25.6
183,Mina Bambas Rotativas - Chalcobamba,2026-01-06,B,CHALCOBAMBA,B101,TD091,BK-636,PRODUCCION,RTR,RTR-54,20.52,21.33,27.0,6.4,21.9
184,Mina Bambas Rotativas - Ferrobamba,2026-01-06,B,CHALCOBAMBA,B215,TD091,BK-408,PRODUCCION,RTR,RTR-64,21.65,22.34,25.69,6.4,18.5
185,Mina Bambas Rotativas - Ferrobamba,2026-01-06,B,CHALCOBAMBA,B323,TD091,BK-411,PRODUCCION,RTR,RTR-68,22.38,22.9,23.37,6.4,12.3
186,Mina Bambas Rotativas - Ferrobamba,2026-01-06,B,CHALCOBAMBA,B215,TD091,BK-452,PRODUCCION,RTR,RTR-16,23.24,23.79,26.77,6.4,13.0
203,Mina Bambas Rotativas - Chalcobamba,2026-01-07,A,CHALCOBAMBA,B215,TD030,BK-684,PRODUCCION,DTH,DTH-42,7.48,7.94,32.42,6.0,16.5
204,Mina Bambas Rotativas - Ferrobamba,2026-01-07,A,CHALCOBAMBA,B215,TD030,BK-423,PRODUCCION,DTH,DTH-13,8.15,9.42,33.21,6.0,41.6
205,Mina Bambas Rotativas - Ferrobamba,2026-01-07,A,CHALCOBAMBA,B101,TD030,BK-430,PRODUCCION,DTH,DTH-10,9.76,10.96,33.08,6.0,41.6
206,Mina Bambas Rotativas - Chalcobamba,2026-01-07,A,CHALCOBAMBA,B206,TD030,BK-810,PRODUCCION,DTH,DTH-24,11.03,11.96,28.32,6.0,24.3
207,Mina Bambas Rotativas - Ferrobamba,2026-01-07,A,CHALCOBAMBA,B215,TD030,BK-201,PRODUCCION,DTH,DTH-20,12.31,13.07,31.11,6.0,21.4
208,Mina Bambas Rotativas - Ferrobamba,2026-01-07,A,CHALCOBAMBA,B101,TD030,BK-893,PRODUCCION,DTH,DTH-81,13.38,14.43,32.18,6.0,32.7
209,Mina Bambas Rotativas - Chalcobamba,2026-01-07,A,CHALCOBAMBA,B101,TD030,BK-403,PRODUCCION,DTH,DTH-46,14.7,15.55,28.45,6.0,22.7
210,Mina Bambas Rotativas - Chalcobamba,2026-01-07,A,CHALCOBAMBA,B206,TD030,BK-463,PRODUCCION,DTH,DTH-52,15.69,16.54,30.77,6.0,25.8
211,Mina Bambas Rotativas - Chalcobamba,2026-01-07,A,CHALCOBAMBA,B215,TD030,BK-892,PRODUCCION,DTH,DTH-45,16.57,17.12,28.33,6.0,15.9
212,Mina Bambas Rotativas - Chalcobamba,2026-01-07,A,CHALCOBAMBA,B206,TD030,BK-992,PRODUCCION,DTH,DTH-77,17.59,18.0,34.16,6.0,13.2
222,Mina Bambas Rotativas - Ferrobamba,2026-01-07,A,FERROBAMBA,B215,TD072,BK-807,PRODUCCION,DTH,DTH-22,7.84,8.39,27.82,4.4,13.9
223,Mina Bambas Rotativas - Ferrobamba,2026-01-07,A,FERROBAMBA,B323,TD072,BK-329,PRODUCCION,DTH,DTH-81,8.66,9.08,30.57,4.4,11.7
224,Mina Bambas Rotativas - Chalcobamba,2026-01-07,A,FERROBAMBA,B206,TD072,BK-826,PRODUCCION,DTH,DTH-53,9.42,10.32,27.82,4.4,23.6
225,Mina Bambas Rotativas - Chalcobamba,2026-01-07,A,FERROBAMBA,B206,TD072,BK-911,PRODUCCION,DTH,DTH-67,10.66,11.6,30.17,4.4,27.3
226,Mina Bambas Rotativas - Chalcobamba,2026-01-07,A,FERROBAMBA,B206,TD072,BK-545,PRODUCCION,DTH,DTH-39,12.08,12.61,29.93,4.4,14.4
227,Mina Bambas Rotativas - Chalcobamba,2026-01-07,A,FERROBAMBA,B215,TD072,BK-755,PRODUCCION,DTH,DTH-39,12.85,13.99,27.96,4.4,32.5
228,Mina Bambas Rotativas - Chalcobamba,2026-01-07,A,FERROBAMBA,B323,TD072,BK-463,PRODUCCION,DTH,DTH-74,14.12,14.89,26.83,4.4,22.7
229,Mina Bambas Rotativas - Ferrobamba,2026-01-07,A,FERROBAMBA,B323,TD072,BK-260,PRODUCCION,DTH,DTH-25,15.32,16.22,29.55,4.4,23.1
230,Mina Bambas Rotativas - Ferrobamba,2026-01-07,A,FERROBAMBA,B206,TD072,BK-848,PRODUCCION,DTH,DTH-75,16.48,17.0,26.32,4.4,12.0
231,Mina Bambas Rotativas - Ferrobamba,2026-01-07,A,FERROBAMBA,B323,TD072,BK-801,PRODUCCION,DTH,DTH-32,17.2,17.91,27.33,4.4,19.1
242,Mina Bambas Rotativas - Chalcobamba,2026-01-07,A,CHALCOBAMBA,B215,TD073,BK-840,PRODUCCION,DTH,DTH-95,7.17,7.73,25.11,8.4,13.3
243,Mina Bambas Rotativas - Chalcobamba,2026-01-07,A,CHALCOBAMBA,B215,TD073,BK-760,PRODUCCION,DTH,DTH-19,8.21,8.82,23.9,8.4,13.9
244,Mina Bambas Rotativas - Chalcobamba,2026-01-07,A,CHALCOBAMBA,B206,TD073,BK-592,PRODUCCION,DTH,DTH-94,9.17,9.72,26.4,8.4,13.5
245,Mina Bambas Rotativas - Ferrobamba,2026-01-07,A,CHALCOBAMBA,B323,TD073,BK-494,PRODUCCION,DTH,DTH-72,9.83,10.25,23.43,8.4,9.2
246,Mina Bambas Rotativas - Chalcobamba,2026-01-07,A,CHALCOBAMBA,B323,TD073,BK-723,PRODUCCION,DTH,DTH-91,10.51,11.14,23.98,8.4,13.3
247,Mina Bambas Rotativas - Ferrobamba,2026-01-07,A,CHALCOBAMBA,B206,TD073,BK-496,PRODUCCION,DTH,DTH-73,11.39,12.13,25.24,8.4,18.1
248,Mina Bambas Rotativas - Ferrobamba,2026-01-07,A,CHALCOBAMBA,B101,TD073,BK-109,PRODUCCION,DTH,DTH-67,12.53,13.21,26.76,8.4,17.5
249,Mina Bambas Rotativas - Chalcobamba,2026-01-07,A,CHALCOBAMBA,B215,TD073,BK-825,PRODUCCION,DTH,DTH-81,13.35,14.52,27.46,8.4,31.3
250,Mina Bambas Rotativas - Ferrobamba,2026-01-07,A,CHALCOBAMBA,B323,TD073,BK-548,PRODUCCION,DTH,DTH-96,14.65,15.94,25.53,8.4,35.1
251,Mina Bambas Rotativas - Ferrobamba,2026-01-07,A,CHALCOBAMBA,B215,TD073,BK-507,PRODUCCION,DTH,DTH-33,16.28,16.68,23.65,8.4,9.6
252,Mina Bambas Rotativas - Chalcobamba,2026-01-07,A,CHALCOBAMBA,B215,TD073,BK-535,PRODUCCION,DTH,DTH-24,16.71,17.6,25.21,8.4,21.5
262,Mina Bambas Rotativas - Chalcobamba,2026-01-07,A,CHALCOBAMBA,B215,TD074,BK-207,PRODUCCION,DTH,DTH-34,7.62,8.61,27.82,7.8,24.5
263,Mina Bambas Rotativas - Ferrobamba,2026-01-07,A,CHALCOBAMBA,B323,TD074,BK-360,PRODUCCION,DTH,DTH-12,8.99,9.51,29.96,7.8,13.2
264,Mina Bambas Rotativas - Ferrobamba,2026-01-07,A,CHALCOBAMBA,B101,TD074,BK-109,PRODUCCION,DTH,DTH-30,10.01,10.46,29.6,7.8,14.1
265,Mina Bambas Rotativas - Ferrobamba,2026-01-07,A,CHALCOBAMBA,B101,TD074,BK-599,PRODUCCION,DTH,DTH-45,10.83,11.83,28.31,7.8,26.5
266,Mina Bambas Rotativas - Chalcobamba,2026-01-07,A,CHALCOBAMBA,B101,TD074,BK-517,PRODUCCION,DTH,DTH-62,11.85,13.0,27.39,7.8,32.6
267,Mina Bambas Rotativas - Chalcobamba,2026-01-07,A,CHALCOBAMBA,B215,TD074,BK-200,PRODUCCION,DTH,DTH-67,13.2,13.89,28.07,7.8,18.0
268,Mina Bambas Rotativas - Ferrobamba,2026-01-07,A,CHALCOBAMBA,B206,TD074,BK-904,PRODUCCION,DTH,DTH-94,14.09,14.91,31.54,7.8,27.7
269,Mina Bambas Rotativas - Chalcobamba,2026-01-07,A,CHALCOBAMBA,B101,TD074,BK-119,PRODUCCION,DTH,DTH-26,14.93,15.47,27.35,7.8,13.1
270,Mina Bambas Rotativas - Chalcobamba,2026-01-07,A,CHALCOBAMBA,B206,TD074,BK-154,PRODUCCION,DTH,DTH-13,15.77,16.62,31.05,7.8,23.0
271,Mina Bambas Rotativas - Chalcobamba,2026-01-07,A,CHALCOBAMBA,B323,TD074,BK-916,PRODUCCION,DTH,DTH-72,16.67,17.53,30.79,7.8,26.5
272,Mina Bambas Rotativas - Chalcobamba,2026-01-07,A,FERROBAMBA,B101,TD076,BK-862,PRODUCCION,DTH,DTH-56,6.72,7.42,27.77,6.2,16.8
273,Mina Bambas Rotativas - Chalcobamba,2026-01-07,A,FERROBAMBA,B323,TD076,BK-851,PRODUCCION,DTH,DTH-56,7.91,9.24,28.95,6.2,36.8
274,Mina Bambas Rotativas - Ferrobamba,2026-01-07,A,FERROBAMBA,B206,TD076,BK-499,PRODUCCION,DTH,DTH-78,9.32,10.1,30.06,6.2,22.2
275,Mina Bambas Rotativas - Ferrobamba,2026-01-07,A,FERROBAMBA,B206,TD076,BK-353,PRODUCCION,DTH,DTH-79,10.21,10.94,27.21,6.2,17.0
276,Mina Bambas Rotativas - Chalcobamba,2026-01-07,A,FERROBAMBA,B206,TD076,BK-680,PRODUCCION,DTH,DTH-73,11.21,11.87,30.63,6.2,18.6
277,Mina Bambas Rotativas - Chalcobamba,2026-01-07,A,FERROBAMBA,B206,TD076,BK-359,PRODUCCION,DTH,DTH-48,11.98,13.18,27.91,6.2,32.3
278,Mina Bambas Rotativas - Chalcobamba,2026-01-07,A,FERROBAMBA,B206,TD076,BK-927,PRODUCCION,DTH,DTH-69,13.43,14.24,29.44,6.2,24.8
279,Mina Bambas Rotativas - Chalcobamba,2026-01-07,A,FERROBAMBA,B323,TD076,BK-717,PRODUCCION,DTH,DTH-39,14.45,15.77,27.99,6.2,31.5
280,Mina Bambas Rotativas - Chalcobamba,2026-01-07,A,FERROBAMBA,B323,TD076,BK-499,PRODUCCION,DTH,DTH-63,15.81,16.45,26.88,6.2,18.0
281,Mina Bambas Rotativas - Chalcobamba,2026-01-07,A,FERROBAMBA,B323,TD076,BK-718,PRODUCCION,DTH,DTH-93,16.68,17.91,26.84,6.2,29.5
291,Mina Bambas Rotativas - Chalcobamba,2026-01-07,A,CHALCOBAMBA,B323,TD091,BK-685,PRODUCCION,RTR,RTR-17,7.73,8.48,23.26,7.3,19.0
292,Mina Bambas Rotativas - Ferrobamba,2026-01-07,A,CHALCOBAMBA,B101,TD091,BK-658,PRODUCCION,RTR,RTR-24,8.64,9.82,22.38,7.3,26.7
293,Mina Bambas Rotativas - Chalcobamba,2026-01-07,A,CHALCOBAMBA,B206,TD091,BK-874,PRODUCCION,RTR,RTR-89,10.28,11.19,20.53,7.3,19.1
294,Mina Bambas Rotativas - Ferrobamba,2026-01-07,A,CHALCOBAMBA,B323,TD091,BK-228,PRODUCCION,RTR,RTR-17,11.62,12.92,21.06,7.3,30.0
295,Mina Bambas Rotativas - Chalcobamba,2026-01-07,A,CHALCOBAMBA,B206,TD091,BK-857,PRODUCCION,RTR,RTR-28,13.37,14.41,20.51,7.3,20.4
296,Mina Bambas Rotativas - Ferrobamba,2026-01-07,A,CHALCOBAMBA,B101,TD091,BK-986,PRODUCCION,RTR,RTR-30,14.85,16.05,22.06,7.3,28.8
297,Mina Bambas Rotativas - Ferrobamba,2026-01-07,A,CHALCOBAMBA,B215,TD091,BK-739,PRODUCCION,RTR,RTR-36,16.42,17.11,24.23,7.3,18.3
298,Mina Bambas Rotativas - Chalcobamba,2026-01-07,A,CHALCOBAMBA,B206,TD091,BK-744,PRODUCCION,RTR,RTR-70,17.46,17.9,19.97,7.3,9.4
217,Mina Bambas Rotativas - Chalcobamba,2026-01-07,B,CHALCOBAMBA,B215,TD030,BK-392,PRODUCCION,DTH,DTH-77,0.34,1.57,30.57,7.1,35.3
218,Mina Bambas Rotativas - Chalcobamba,2026-01-07,B,CHALCOBAMBA,B215,TD030,BK-775,PRODUCCION,DTH,DTH-83,1.73,2.94,27.87,7.1,34.4
219,Mina Bambas Rotativas - Chalcobamba,2026-01-07,B,CHALCOBAMBA,B101,TD030,BK-730,PRODUCCION,DTH,DTH-30,3.18,4.14,26.42,7.1,26.4
220,Mina Bambas Rotativas - Chalcobamba,2026-01-07,B,CHALCOBAMBA,B215,TD030,BK-749,PRODUCCION,DTH,DTH-82,4.21,4.58,29.11,7.1,10.9
221,Mina Bambas Rotativas - Ferrobamba,2026-01-07,B,CHALCOBAMBA,B215,TD030,BK-696,PRODUCCION,DTH,DTH-27,4.79,5.77,28.28,7.1,30.2
213,Mina Bambas Rotativas - Ferrobamba,2026-01-07,B,CHALCOBAMBA,B215,TD030,BK-450,PRODUCCION,DTH,DTH-83,19.57,20.21,27.81,7.1,15.6
214,Mina Bambas Rotativas - Ferrobamba,2026-01-07,B,CHALCOBAMBA,B206,TD030,BK-135,PRODUCCION,DTH,DTH-93,20.61,21.16,27.14,7.1,15.5
215,Mina Bambas Rotativas - Chalcobamba,2026-01-07,B,CHALCOBAMBA,B215,TD030,BK-990,PRODUCCION,DTH,DTH-22,21.41,22.61,28.59,7.1,29.4
216,Mina Bambas Rotativas - Ferrobamba,2026-01-07,B,CHALCOBAMBA,B215,TD030,BK-109,PRODUCCION,DTH,DTH-97,22.92,0.13,30.48,7.1,33.5
236,Mina Bambas Rotativas - Ferrobamba,2026-01-07,B,FERROBAMBA,B206,TD072,BK-636,PRODUCCION,DTH,DTH-88,0.72,1.94,34.78,6.0,37.2
237,Mina Bambas Rotativas - Ferrobamba,2026-01-07,B,FERROBAMBA,B215,TD072,BK-945,PRODUCCION,DTH,DTH-29,2.42,3.35,36.79,6.0,32.7
238,Mina Bambas Rotativas - Chalcobamba,2026-01-07,B,FERROBAMBA,B206,TD072,BK-159,PRODUCCION,DTH,DTH-32,3.58,4.04,34.61,6.0,14.4
239,Mina Bambas Rotativas - Chalcobamba,2026-01-07,B,FERROBAMBA,B206,TD072,BK-878,PRODUCCION,DTH,DTH-59,4.13,4.55,35.55,6.0,14.2
240,Mina Bambas Rotativas - Ferrobamba,2026-01-07,B,FERROBAMBA,B101,TD072,BK-428,PRODUCCION,DTH,DTH-37,4.6,5.67,36.92,6.0,36.3
241,Mina Bambas Rotativas - Chalcobamba,2026-01-07,B,FERROBAMBA,B323,TD072,BK-714,PRODUCCION,DTH,DTH-49,5.84,6.3,34.95,6.0,13.8
232,Mina Bambas Rotativas - Chalcobamba,2026-01-07,B,FERROBAMBA,B323,TD072,BK-769,PRODUCCION,DTH,DTH-87,19.25,20.02,33.93,6.0,26.2
233,Mina Bambas Rotativas - Ferrobamba,2026-01-07,B,FERROBAMBA,B215,TD072,BK-677,PRODUCCION,DTH,DTH-11,20.43,21.61,32.34,6.0,33.2
234,Mina Bambas Rotativas - Chalcobamba,2026-01-07,B,FERROBAMBA,B101,TD072,BK-352,PRODUCCION,DTH,DTH-63,21.73,23.09,34.15,6.0,50.1
235,Mina Bambas Rotativas - Chalcobamba,2026-01-07,B,FERROBAMBA,B101,TD072,BK-535,PRODUCCION,DTH,DTH-12,23.26,0.24,31.23,6.0,33.1
258,Mina Bambas Rotativas - Ferrobamba,2026-01-07,B,CHALCOBAMBA,B206,TD073,BK-212,PRODUCCION,DTH,DTH-30,1.32,1.96,34.61,4.3,22.5
259,Mina Bambas Rotativas - Ferrobamba,2026-01-07,B,CHALCOBAMBA,B215,TD073,BK-629,PRODUCCION,DTH,DTH-30,2.12,3.32,34.18,4.3,43.8
260,Mina Bambas Rotativas - Ferrobamba,2026-01-07,B,CHALCOBAMBA,B215,TD073,BK-335,PRODUCCION,DTH,DTH-84,3.71,4.54,34.06,4.3,29.3
261,Mina Bambas Rotativas - Ferrobamba,2026-01-07,B,CHALCOBAMBA,B206,TD073,BK-869,PRODUCCION,DTH,DTH-38,4.71,5.85,30.41,4.3,34.2
253,Mina Bambas Rotativas - Chalcobamba,2026-01-07,B,CHALCOBAMBA,B323,TD073,BK-459,PRODUCCION,DTH,DTH-34,19.14,19.57,31.97,4.3,15.0
254,Mina Bambas Rotativas - Chalcobamba,2026-01-07,B,CHALCOBAMBA,B206,TD073,BK-716,PRODUCCION,DTH,DTH-50,20.06,21.11,28.75,4.3,27.6
255,Mina Bambas Rotativas - Chalcobamba,2026-01-07,B,CHALCOBAMBA,B323,TD073,BK-958,PRODUCCION,DTH,DTH-11,21.59,22.45,34.4,4.3,27.3
256,Mina Bambas Rotativas - Chalcobamba,2026-01-07,B,CHALCOBAMBA,B206,TD073,BK-622,PRODUCCION,DTH,DTH-19,22.75,23.72,33.46,4.3,33.9
257,Mina Bambas Rotativas - Ferrobamba,2026-01-07,B,CHALCOBAMBA,B206,TD073,BK-223,PRODUCCION,DTH,DTH-98,23.9,1.22,30.12,4.3,37.6
285,Mina Bambas Rotativas - Chalcobamba,2026-01-07,B,FERROBAMBA,B101,TD076,BK-672,PRODUCCION,DTH,DTH-37,0.01,0.45,25.43,5.2,11.1
286,Mina Bambas Rotativas - Chalcobamba,2026-01-07,B,FERROBAMBA,B206,TD076,BK-297,PRODUCCION,DTH,DTH-74,0.82,1.24,25.55,5.2,10.6
287,Mina Bambas Rotativas - Chalcobamba,2026-01-07,B,FERROBAMBA,B206,TD076,BK-243,PRODUCCION,DTH,DTH-60,1.47,1.96,25.33,5.2,11.4
288,Mina Bambas Rotativas - Chalcobamba,2026-01-07,B,FERROBAMBA,B215,TD076,BK-749,PRODUCCION,DTH,DTH-73,2.3,3.22,22.38,5.2,20.2
289,Mina Bambas Rotativas - Chalcobamba,2026-01-07,B,FERROBAMBA,B215,TD076,BK-167,PRODUCCION,DTH,DTH-95,3.62,4.49,23.74,5.2,22.1
290,Mina Bambas Rotativas - Chalcobamba,2026-01-07,B,FERROBAMBA,B215,TD076,BK-480,PRODUCCION,DTH,DTH-49,4.52,5.0,25.31,5.2,10.9
282,Mina Bambas Rotativas - Ferrobamba,2026-01-07,B,FERROBAMBA,B206,TD076,BK-765,PRODUCCION,DTH,DTH-23,19.6,20.52,22.7,5.2,22.5
283,Mina Bambas Rotativas - Chalcobamba,2026-01-07,B,FERROBAMBA,B101,TD076,BK-404,PRODUCCION,DTH,DTH-28,20.9,22.28,23.33,5.2,32.6
284,Mina Bambas Rotativas - Ferrobamba,2026-01-07,B,FERROBAMBA,B206,TD076,BK-728,PRODUCCION,DTH,DTH-77,22.44,23.79,26.82,5.2,32.3
302,Mina Bambas Rotativas - Ferrobamba,2026-01-07,B,CHALCOBAMBA,B215,TD091,BK-553,PRODUCCION,RTR,RTR-82,0.04,0.5,22.3,8.1,8.8
303,Mina Bambas Rotativas - Ferrobamba,2026-01-07,B,CHALCOBAMBA,B323,TD091,BK-541,PRODUCCION,RTR,RTR-34,0.84,2.23,21.18,8.1,25.6
304,Mina Bambas Rotativas - Ferrobamba,2026-01-07,B,CHALCOBAMBA,B206,TD091,BK-753,PRODUCCION,RTR,RTR-85,2.35,3.08,21.16,8.1,16.0
